"教材ID","分野","分野ID","教材名","教材種別","学習順序","総Unit数","目安時間(h/Unit)","前提教材ID","推奨ペース(週)","推奨周回数","ミニ模試基準点","備考","imageUrl","driveUrl",""
"COMP_01","総合","general","FAST-UP公共、政治経済 - 総合教材","Main","1","34","3","なし","7","3","80","","","https://docs.google.com/document/d/1oq76MPLrQnR0oNEX0uA2yKbpyCriK4sYkVyciinWc7c/edit?usp=drive_link",""
